city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
2,80,2,2,1,0,0,1,0,2188,0,10,2198
2,70,2,2,2,1,1,0,858,6000,449,77,7384
1,74,3,2,1,1,1,1,450,1000,92,14,1556
1,66,3,1,2,3,1,1,250,1100,73,15,1438
2,80,2,1,1,6,1,1,800,1275,0,17,2092
0,100,3,2,2,0,1,1,0,3000,125,54,3179
2,218,4,4,2,1,1,1,2250,5500,692,70,8512
4,73,2,1,1,4,1,1,625,1200,119,16,1960
4,230,4,2,2,1,1,0,4000,13000,1839,168,19010
2,80,3,5,2,4,0,1,3460,12000,1000,153,16610
1,180,3,3,3,4,1,1,331,4200,227,56,4814
4,85,3,2,1,15,1,1,710,2500,264,33,3507
2,37,1,1,0,0,0,1,0,900,75,14,989
0,65,2,1,0,3,1,1,140,985,21,15,1161
2,440,4,3,2,3,1,1,4200,8000,1702,102,14000
4,57,2,1,0,1,1,1,100,1530,0,20,1650
2,74,3,2,1,6,1,1,513,1715,100,22,2350
2,180,3,4,3,12,1,1,2047,1800,902,23,4772
2,198,3,3,0,14,1,1,2070,6000,715,77,8862
4,170,3,4,3,3,1,1,2000,5000,757,65,7822
2,240,3,4,3,7,1,0,4000,8500,1167,108,13780
2,59,2,2,0,5,0,1,754,1990,25,26,2795
2,525,5,4,4,0,1,1,0,8330,2167,126,10620
2,226,4,4,4,2,1,1,2850,3000,2488,39,8377
2,60,2,2,2,0,1,1,170,1950,67,30,2217
0,43,2,1,0,6,0,1,382,1570,42,23,2017
2,158,4,4,3,3,1,1,2100,6600,375,84,9159
0,42,1,1,1,3,1,0,162,1400,17,21,1600
2,50,1,1,0,0,0,1,0,1250,34,19,1303
1,66,2,1,1,13,1,1,385,550,26,8,969
2,39,1,1,1,24,0,0,600,4200,125,54,4979
2,64,1,2,1,4,1,0,850,3700,185,47,4782
2,70,3,2,0,0,1,1,0,1500,60,23,1583
2,30,1,1,1,9,1,1,1,1930,0,25,1956
2,135,3,3,0,1,0,1,1400,3810,167,49,5426
2,170,3,2,1,5,1,1,860,6500,110,83,7553
4,120,3,2,1,3,1,1,1700,7500,334,97,9631
1,92,2,1,0,0,1,1,0,1200,60,20,1280
1,183,4,4,4,8,1,1,1695,9300,803,124,11920
2,210,3,3,2,15,0,0,3500,8667,834,110,13110
4,30,1,1,0,8,1,1,456,900,94,12,1462
3,119,3,3,2,14,1,1,663,5500,133,70,6366
4,298,5,3,2,3,1,1,2200,4100,417,53,6770
1,260,3,2,4,0,1,1,0,2600,268,43,2911
1,201,4,4,4,7,1,1,1800,7300,113,98,9311
2,200,3,4,4,0,0,1,0,4000,400,61,4461
2,60,2,1,1,7,1,0,785,3800,112,49,4746
4,70,2,1,1,0,1,1,300,2000,59,31,2390
2,135,3,2,1,21,1,0,950,7500,77,96,8623
2,336,6,2,3,0,1,1,0,6350,1125,96,7571
2,300,3,4,6,0,1,1,0,3200,167,49,3416
4,600,5,5,4,12,1,1,4300,8000,1585,104,13990
2,60,3,3,2,0,1,1,0,2700,273,41,3014
2,254,3,4,4,1,0,0,3100,7000,930,89,11120
2,210,3,5,4,6,1,0,3301,11900,960,151,16310
2,178,3,4,2,4,0,1,2450,10000,834,127,13410
2,45,1,1,0,0,0,1,0,1000,34,16,1050
4,70,3,1,0,3,1,1,474,750,138,10,1372
2,181,4,5,3,5,1,1,2100,2600,579,33,5312
1,72,2,2,1,4,1,1,370,1700,90,23,2183
2,60,2,2,1,21,1,0,1600,5550,142,71,7363
2,55,2,1,1,3,1,1,496,1800,0,23,2319
2,94,1,2,2,2,0,0,1356,13000,384,165,14910
4,210,3,2,1,6,1,1,3200,14080,700,182,18160
2,37,1,1,1,21,1,1,541,4000,50,51,4642
2,41,2,1,0,16,1,1,270,1200,0,16,1486
2,240,3,4,3,1,1,0,5100,11000,1834,140,18070
0,70,2,1,0,12,1,1,500,1105,84,17,1706
1,55,3,1,1,3,0,1,199,800,42,11,1052
4,150,3,1,0,3,1,1,450,1500,0,20,1970
4,55,2,2,1,13,1,1,500,1330,30,18,1878
2,390,3,3,2,0,1,0,0,7500,650,113,8263
0,73,3,2,1,1,1,1,354,1777,84,26,2241
3,57,1,1,1,2,1,1,690,2600,131,33,3454
4,93,3,1,0,0,1,1,400,1500,70,20,1990
4,88,2,2,2,3,1,1,957,2500,430,33,3920
2,330,4,6,3,7,1,1,5457,15000,2475,191,23120
2,130,3,3,2,1,1,0,1150,2350,255,30,3785
2,170,4,3,2,15,0,0,3000,10000,770,127,13900
2,220,3,4,4,2,1,1,3167,5500,1084,70,9821
2,59,2,1,1,6,1,1,600,1600,0,21,2221
2,500,4,4,3,0,1,1,0,10800,988,163,11950
4,70,3,2,0,1,1,1,0,1500,50,20,1570
4,55,1,1,1,5,0,1,538,1250,25,17,1830
1,35,1,1,1,5,1,0,600,1080,100,15,1795
2,33,1,1,1,12,1,0,565,3200,123,41,3929
1,80,3,2,1,1,1,1,280,1200,97,16,1593
1,2000,4,2,3,0,1,1,0,4956,200,82,5238
2,60,1,1,1,20,0,0,490,3250,131,42,3913
0,48,2,1,0,1,1,1,400,950,36,14,1400
3,53,1,1,1,13,1,1,494,650,34,9,1187
2,96,3,1,1,10,1,1,1140,2800,0,36,3976
2,25,1,1,0,2,0,0,0,1750,0,23,1773
2,23,1,1,1,26,1,1,520,2300,59,30,2909
2,83,1,1,1,15,0,0,4000,6000,255,77,10330
4,25,1,1,0,1,1,1,50,700,0,10,760
2,45,1,1,1,10,0,0,1600,1800,177,23,3600
0,70,2,2,2,12,1,1,500,1800,0,27,2327
2,80,1,1,0,0,1,1,0,1200,1,19,1220
2,78,1,1,0,2,1,1,420,2522,25,32,2999
1,45,1,1,0,1,0,1,0,1100,8,15,1123
2,43,1,1,0,5,1,0,1195,680,220,9,2104
2,250,5,4,5,6,1,1,2300,2800,800,36,5936
2,350,5,6,6,10,1,1,7000,15000,417,191,22610
3,190,4,4,2,14,1,1,900,3200,192,15,4307
2,117,3,4,4,14,1,1,1500,2700,50,35,4285
4,75,2,1,1,6,0,1,379,580,69,8,1036
1,113,4,2,2,11,1,1,1600,4900,489,66,7055
0,46,1,1,1,2,1,1,380,650,16,10,1056
2,100,3,2,1,0,1,1,0,3500,98,53,3651
2,35,1,1,0,0,0,1,0,500,0,8,508
2,300,4,5,1,8,1,0,3700,8550,400,109,12760
3,57,2,1,1,1,1,0,370,1000,36,13,1419
2,35,1,1,0,6,1,1,285,1600,32,21,1938
4,110,3,2,2,2,1,1,1050,2750,92,36,3928
2,106,2,3,2,14,1,0,1109,3980,209,51,5349
4,120,3,3,1,3,1,1,1260,3500,147,46,4953
0,40,1,1,0,5,0,0,0,2000,0,30,2030
4,97,3,1,0,3,1,1,390,2080,100,27,2597
4,160,3,1,2,0,1,1,0,2800,151,43,2994
2,80,4,4,3,5,1,1,3450,6000,0,77,9527
2,297,4,5,5,19,1,1,3182,11700,2482,149,17510
2,400,5,4,6,0,1,0,0,6500,0,98,6598
4,90,3,1,0,2,1,1,250,1500,140,20,1910
4,93,3,3,1,7,1,1,1307,2990,235,39,4571
2,37,1,1,1,9,1,0,658,2700,145,35,3538
2,300,4,2,2,1,1,0,3000,6500,1091,83,10670
2,217,3,4,3,3,1,1,3400,1900,917,25,6242
2,77,3,2,2,14,0,1,830,6200,205,79,7314
2,150,3,4,3,18,0,0,2200,7500,622,54,10380
2,60,2,1,0,10,1,1,453,1654,0,21,2128
2,140,3,2,1,13,1,1,1141,2900,148,37,4226
1,96,3,2,1,6,1,1,200,2000,95,27,2322
2,55,1,1,1,1,1,0,577,5600,80,71,6328
2,170,3,2,2,0,1,1,0,4200,309,64,4573
4,70,2,2,1,11,1,1,1000,1400,211,19,2630
2,400,10,9,8,0,1,1,0,8330,550,126,9006
1,209,4,4,4,11,1,1,2140,7300,587,98,10130
4,91,2,2,2,3,1,0,4495,5500,637,71,10700
2,328,3,4,4,18,1,0,1382,6000,800,77,8259
1,92,3,3,2,2,1,1,300,1600,112,22,2034
4,50,2,1,1,11,1,1,830,1650,0,22,2502
4,85,2,1,0,0,1,1,470,2800,217,43,3530
2,72,2,2,0,1,1,0,700,3000,1,39,3740
4,140,4,2,1,9,1,1,1600,3900,350,51,5901
2,70,2,2,1,1,0,1,390,1500,80,20,1990
2,130,3,3,3,5,0,1,2200,3500,348,45,6093
2,387,4,6,6,4,1,1,4246,6647,2235,85,13210
3,126,3,3,2,1,1,1,780,3600,167,46,4593
2,104,3,2,2,1,0,1,1040,3800,0,49,4889
2,550,4,4,4,0,1,1,0,14000,1334,211,15550
2,51,1,1,0,9,1,1,367,1950,84,25,2426
1,140,4,3,3,4,1,1,1200,3400,250,46,4896
2,90,2,1,1,1,1,1,1000,3000,50,39,4089
2,70,2,2,2,1,1,1,550,1750,209,23,2532
4,140,3,2,1,4,0,0,1600,4000,271,52,5923
4,20,1,1,0,1,1,1,375,1250,30,17,1672
2,365,3,5,2,5,1,0,1950,8500,899,108,11460
0,200,2,3,2,12,1,0,1800,12750,500,187,15240
2,40,1,1,0,0,0,1,185,850,41,13,1089
3,66,1,1,1,2,1,0,900,5000,62,64,6026
2,161,1,2,2,10,0,1,2162,7000,54,89,9305
4,75,2,1,0,5,1,1,915,2350,80,31,3376
3,110,3,1,2,0,1,1,0,1900,64,29,1993
3,82,2,1,1,1,1,1,300,600,105,8,1013
2,23,1,1,0,7,1,0,430,1800,0,23,2253
2,65,3,2,1,2,1,1,512,1740,135,23,2410
0,40,1,1,0,1,1,0,0,816,0,15,831
3,129,3,2,2,1,1,1,1411,3310,235,42,4998
2,114,1,1,1,6,1,1,987,2800,208,36,4031
2,200,2,2,2,0,1,1,1,3000,167,46,3214
0,101,3,2,2,8,1,0,541,4200,142,62,4945
1,50,2,1,0,0,0,1,0,950,50,16,1016
2,400,4,3,2,0,1,1,0,8000,1417,121,9538
2,71,2,1,1,7,1,1,785,2559,0,32,3376
0,72,2,1,0,3,0,1,100,900,42,14,1056
2,250,4,4,3,5,0,0,4341,8000,888,102,13330
3,50,2,1,1,3,1,1,0,1000,0,13,1013
3,180,3,2,1,11,1,1,1060,2200,201,28,3489
0,31,1,1,0,4,1,1,250,586,28,9,873
4,86,2,1,0,7,1,1,730,1650,60,22,2462
1,200,4,3,2,4,1,1,1164,4000,378,54,5596
2,130,3,2,1,6,1,1,1550,5500,300,70,7420
0,38,1,1,0,10,1,1,330,1800,42,27,2199
2,20,1,1,0,1,0,0,0,1950,0,25,1975
0,140,3,2,2,3,1,0,1300,3200,167,47,4714
0,40,1,1,0,3,1,1,250,930,21,14,1215
2,65,2,2,1,8,1,1,956,3800,7,50,4813
1,300,5,3,3,0,1,1,0,8500,234,140,8874
0,30,1,1,0,3,0,1,250,650,30,10,940
2,41,1,1,0,3,1,1,350,1760,45,23,2178
1,98,3,2,1,2,0,1,325,1400,116,19,1860
3,50,1,1,0,11,0,1,430,702,20,9,1161
1,68,2,2,2,5,1,1,1365,3900,9,52,5326
2,193,3,3,3,1,0,1,3100,6500,834,83,10520
2,32,1,1,1,15,1,1,350,1880,0,24,2254
4,36,1,1,0,4,1,1,435,1300,0,17,1752
2,167,3,1,0,0,1,1,0,1500,0,23,1523
4,25,1,1,0,1,1,1,400,2006,67,26,2499
4,55,2,2,1,13,1,1,500,1330,30,18,1878
2,50,2,1,1,15,1,1,295,1500,47,20,1862
4,125,2,4,1,2,0,1,3000,6500,500,84,10080
0,85,3,2,2,8,1,0,700,3400,100,50,4250
0,170,2,2,0,19,1,0,800,2700,184,40,3724
2,300,5,6,2,0,0,1,0,8000,800,121,8921
2,23,1,1,1,12,1,0,600,2800,99,36,3535
0,160,2,4,2,8,1,1,1500,7000,167,103,8770
1,210,3,5,4,3,1,1,2660,7200,169,96,10130
2,120,3,3,2,0,1,1,0,4200,359,64,4623
4,406,3,4,2,3,1,0,3200,15000,1167,194,19560
3,63,2,1,1,0,0,1,352,1750,90,23,2215
2,127,3,4,2,6,0,0,1227,3500,250,45,5022
2,90,3,2,2,11,0,1,3160,5000,384,64,8608
1,373,4,5,7,0,1,1,0,11500,522,189,12210
4,60,2,1,1,2,1,1,300,1300,53,17,1670
2,650,4,6,5,0,1,1,0,10000,834,151,10990
2,250,3,3,2,7,1,0,2750,5500,792,70,9112
1,318,4,2,2,0,0,1,0,4500,179,74,4753
2,22,1,1,0,0,1,1,0,976,0,15,991
4,64,2,1,0,8,1,0,950,2700,250,35,3935
2,172,4,5,3,9,1,1,2655,5500,943,70,9168
2,108,3,3,2,2,0,1,1265,2200,253,28,3746
2,31,1,1,1,11,1,1,520,2700,83,35,3338
1,90,2,1,2,1,1,1,311,1800,121,24,2256
4,81,2,1,0,6,1,1,1050,2650,300,35,4035
4,80,2,1,1,10,0,1,660,1900,50,25,2635
2,243,3,2,1,5,1,1,1840,8000,450,102,10390
4,67,2,1,0,6,1,1,1700,6600,249,86,8635
2,160,3,1,1,0,1,1,0,3000,298,46,3344
0,67,2,1,1,9,1,1,300,1200,284,18,1802
2,90,3,2,3,1,1,1,1018,1500,201,20,2739
2,186,4,4,3,11,1,1,1900,5600,584,71,8155
4,15,1,1,0,0,1,1,0,700,0,10,710
0,62,2,2,2,6,1,1,570,1390,60,21,2041
2,215,4,6,3,2,1,0,2100,5700,959,73,8832
2,28,1,1,0,5,1,0,255,1764,0,23,2042
2,240,4,5,3,4,1,1,3500,15000,1250,191,19940
2,70,2,2,1,2,0,0,2274,2980,437,38,5729
2,145,2,2,2,10,1,1,2530,7630,538,97,10800
0,47,1,1,1,1,0,0,400,2200,0,33,2633
2,62,2,2,1,9,1,0,749,2500,45,32,3326
1,270,4,5,6,0,1,0,0,8000,317,132,8449
2,266,3,5,1,15,1,0,2075,4320,391,55,6841
2,109,1,1,2,5,0,0,1750,11500,479,146,13880
2,24,1,1,0,3,1,0,450,2020,0,26,2496
3,80,3,2,2,12,1,1,560,2500,250,32,3342
2,500,4,8,4,0,1,0,0,14000,917,211,15130
2,150,3,1,1,9,1,1,1172,4800,294,61,6327
1,110,2,2,2,4,0,1,290,1346,88,10,1734
2,110,2,3,2,12,0,0,2000,11500,502,146,14150
2,77,3,1,2,10,1,1,953,3500,230,45,4728
2,850,5,7,8,1,0,1,14000,4000,0,51,18050
3,58,1,1,1,3,1,1,530,1200,0,16,1746
2,145,3,3,1,5,1,0,2860,6600,555,84,10100
0,42,1,1,1,7,1,1,415,1200,54,18,1687
0,62,2,1,1,5,1,1,470,1150,70,17,1707
2,65,2,1,0,0,1,1,0,1500,24,23,1547
2,33,1,1,1,20,0,0,479,3000,125,39,3643
2,140,3,5,2,0,1,0,0,3900,250,59,4209
0,326,3,2,3,0,1,1,350,3900,2760,70,7080
4,70,2,2,1,8,0,0,1000,2500,67,33,3600
4,25,1,1,0,2,1,0,250,1112,0,7,1369
2,67,2,2,2,1,1,1,618,2372,0,8,2998
3,50,1,1,0,2,1,1,473,550,14,7,1044
2,215,3,4,4,6,1,1,2859,6000,865,77,9801
3,55,2,1,1,0,1,1,480,750,66,10,1306
2,264,3,4,3,9,1,1,3300,6770,0,86,10160
4,270,4,2,1,16,0,1,1800,7500,750,97,10150
2,40,1,1,1,10,0,0,1300,4860,154,62,6376
2,90,2,2,0,3,0,1,180,1800,375,23,2378
4,50,2,2,1,6,1,1,850,950,59,13,1872
2,68,2,2,2,7,1,0,1500,6600,0,84,8184
2,41,1,1,0,17,1,0,450,2470,0,32,2952
2,420,3,5,5,0,1,1,0,8200,1084,124,9408
2,150,3,2,1,0,1,1,0,2500,0,38,2538
2,220,4,5,3,5,1,1,3000,7800,1000,99,11900
2,113,2,2,1,6,1,1,1000,3000,50,39,4089
2,268,4,4,4,3,1,0,3317,6000,899,77,10290
0,74,3,1,1,1,1,1,380,1090,42,16,1528
2,53,2,1,1,4,0,0,550,2400,21,31,3002
0,64,1,1,1,2,1,0,398,1200,48,18,1664
0,45,1,1,1,13,1,0,400,2550,120,38,3108
3,120,3,3,2,4,0,1,400,1850,0,24,2274
2,167,3,3,4,10,1,1,1814,5500,807,70,8191
0,250,4,2,1,0,1,1,0,2700,209,48,2957
1,28,1,1,1,0,0,0,550,1100,0,15,1665
2,135,2,3,1,19,0,0,2745,8000,650,102,11500
0,42,1,1,0,4,1,0,250,1250,25,19,1544
1,156,4,4,2,4,1,1,250,3500,248,47,4045
2,300,4,5,5,6,0,1,3500,1990,10830,26,16350
1,150,4,2,3,6,1,1,600,3500,380,47,4527
2,54,2,2,1,2,1,1,400,1927,100,12,2439
2,38,1,1,0,0,0,1,700,1650,0,25,2375
1,474,5,5,7,0,1,1,0,15000,990,246,16240
2,450,5,4,3,0,1,1,0,12000,1201,181,13380
1,343,4,3,4,0,1,1,0,7000,320,115,7435
2,180,3,2,4,0,1,1,0,3000,0,46,3046
2,100,2,2,2,0,1,1,0,2000,0,31,2031
2,102,2,3,2,0,1,1,0,2500,0,38,2538
4,470,4,5,3,1,1,1,3772,6580,1650,85,12090
4,140,3,3,1,1,1,1,2285,2820,343,37,5485
2,380,4,1,0,0,1,1,0,2890,150,25,3065
0,140,2,2,1,2,1,0,252,3000,150,44,3446
2,520,3,4,3,0,1,0,0,7000,645,106,7751
2,130,3,2,3,0,1,0,0,7450,167,112,7729
2,49,1,1,1,1,1,0,700,2985,0,38,3839
4,28,1,1,0,5,0,0,609,1099,0,15,1723
3,58,2,1,1,1,1,1,472,870,75,12,1429
2,32,1,1,1,3,0,0,480,2150,0,28,2658
2,48,2,1,1,11,0,1,300,2000,26,26,2352
2,30,1,1,0,5,1,0,370,1830,0,24,2224
2,26,1,1,0,4,1,0,188,2650,55,34,2927
4,65,2,1,0,4,1,1,450,1285,93,17,1845
2,98,3,2,2,0,1,1,410,2290,25,35,2760
2,234,3,4,4,3,1,1,3746,5000,1210,64,10020
3,59,2,1,1,5,1,1,430,1190,47,16,1683
2,97,2,3,1,5,1,1,760,6500,120,83,7463
1,65,2,2,1,11,1,1,490,1100,70,15,1675
0,42,1,1,1,7,1,1,500,2300,42,34,2876
4,94,3,2,1,25,1,1,1733,3300,192,43,5268
1,147,4,2,3,10,1,1,850,4700,330,63,5943
2,73,3,2,2,14,1,1,550,2520,192,32,3294
4,40,1,1,0,7,0,1,2000,2200,35,29,4264
2,350,3,5,5,0,1,1,0,3080,200,47,3327
2,384,3,3,4,0,0,1,0,11400,1142,172,12710
2,48,1,1,2,7,1,0,2300,7000,245,89,9634
4,96,3,2,1,5,0,1,1100,2500,165,33,3798
0,55,2,1,0,3,1,0,350,1125,25,17,1517
0,330,4,4,3,0,1,1,0,6994,403,125,7522
0,49,1,1,0,4,1,1,330,900,24,14,1268
4,170,3,2,1,4,1,1,900,3500,0,46,4446
2,243,2,3,2,0,1,1,0,4619,559,70,5248
2,216,4,4,3,3,1,0,3100,8980,0,114,12190
4,60,2,1,1,5,1,1,440,800,58,11,1309
2,200,3,4,2,0,1,1,0,2500,500,38,3038
0,48,1,1,0,2,1,1,309,700,28,11,1048
3,130,3,2,6,0,1,1,0,2200,182,34,2416
4,55,2,1,1,10,1,1,647,1080,185,14,1926
2,200,4,3,2,0,1,1,0,5628,575,85,6288
3,101,3,2,2,1,1,1,632,2200,119,28,2979
2,20,1,1,0,9,1,0,435,1650,59,21,2165
2,97,3,3,2,7,1,1,1058,2500,275,32,3865
2,83,2,2,1,21,1,1,782,4800,174,61,5817
0,47,1,1,1,10,1,1,360,610,6,9,985
2,110,2,2,1,8,1,0,1285,4348,196,56,5885
2,140,4,4,2,3,1,1,670,3100,153,40,3963
2,242,3,4,3,1,1,0,2100,7000,250,89,9439
2,35,1,1,0,5,1,1,270,1300,0,17,1587
4,100,2,2,0,11,1,0,670,4700,375,61,5806
2,134,3,3,1,4,1,1,1200,3500,200,45,4945
0,50,2,1,1,0,0,1,0,1000,35,18,1053
3,67,3,1,1,9,1,1,447,1200,26,16,1689
2,150,2,3,0,0,1,1,0,4000,124,61,4185
2,174,3,4,3,6,1,1,2200,13500,814,172,16690
2,120,3,3,1,0,1,1,0,2800,75,43,2918
0,90,4,2,0,0,0,1,0,1700,152,31,1883
2,16,1,1,0,1,0,1,0,850,30,11,891
3,110,3,1,1,4,1,1,830,1200,25,5,2060
2,277,2,3,4,19,1,1,5295,13000,1550,165,20010
2,79,3,1,1,11,0,1,700,1405,0,18,2123
1,180,4,3,2,8,1,1,970,3260,390,44,4664
2,300,3,3,2,11,1,0,2600,7650,500,97,10850
2,270,2,3,4,0,1,1,0,3270,169,50,3489
0,25,1,1,0,3,1,1,100,790,13,12,915
2,78,1,1,1,12,1,0,574,3850,225,49,4698
2,82,2,2,1,2,1,1,1500,2450,192,32,4174
1,55,2,1,2,7,1,1,160,1100,0,15,1275
2,420,4,5,4,0,1,1,0,10000,667,151,10820
3,115,2,3,2,4,1,0,687,3500,220,45,4452
1,45,2,1,1,3,1,1,0,1000,0,14,1014
2,47,3,1,1,9,1,1,300,1420,0,18,1738
2,250,3,3,2,8,1,1,1600,2500,300,32,4432
4,95,3,2,1,4,1,1,1602,5000,36,65,6703
4,54,2,2,1,6,1,1,829,700,142,10,1681
1,200,3,2,2,0,1,1,0,12000,369,197,12570
2,380,3,3,5,0,1,1,0,10900,1713,164,12780
4,60,2,2,0,7,1,1,1300,4000,1,52,5353
2,300,3,3,2,0,1,1,0,6000,197,91,6288
1,75,3,1,1,1,0,1,160,1100,80,15,1355
1,32,1,1,1,8,1,1,197,1500,126,20,1843
4,24,1,1,0,11,1,1,206,1400,21,19,1646
2,49,1,1,1,4,0,1,486,3200,0,13,3699
0,50,2,1,0,13,1,0,488,1400,41,21,1950
4,40,1,1,0,12,1,1,600,2200,61,29,2890
2,30,1,1,1,16,0,0,1900,2000,150,26,4076
2,70,2,1,1,1,1,1,300,1100,14,14,1428
3,146,2,1,1,8,1,1,730,1620,128,21,2499
4,120,2,2,0,1,1,0,1200,4750,389,62,6401
3,67,3,1,1,1,0,1,351,890,40,12,1293
1,347,4,4,3,4,1,1,2700,9000,589,120,12410
1,80,2,2,1,0,0,1,0,1705,61,14,1780
2,40,2,1,0,11,1,1,526,2500,129,32,3187
3,44,2,1,1,3,1,1,192,1020,0,13,1225
2,80,2,1,0,7,0,1,563,2200,59,28,2850
0,106,3,3,1,2,1,1,800,3000,230,44,4074
3,137,3,4,2,2,1,1,1176,3800,257,49,5282
2,248,3,4,4,0,1,1,0,9000,1531,136,10670
2,350,4,3,2,0,1,1,0,13500,1006,203,14710
4,90,2,1,2,5,0,1,717,2800,13,37,3567
2,16,1,1,0,0,0,1,0,1420,0,18,1438
2,108,3,3,2,2,1,1,1200,3400,334,44,4978
4,120,3,2,1,2,1,1,992,2414,223,32,3661
3,54,2,1,1,3,1,1,320,1800,72,23,2215
2,190,1,2,10,0,1,1,0,3900,34,59,3993
1,100,3,3,1,1,1,1,300,1800,105,24,2229
1,120,3,2,1,2,1,0,1083,2100,179,28,3390
2,40,1,1,1,4,1,0,915,5000,115,36,6066
2,185,2,2,2,0,0,1,0,1850,59,28,1937
4,50,1,1,0,9,1,0,2300,2300,0,30,4630
2,233,3,6,5,0,1,1,0,6000,506,91,6597
2,47,2,2,2,6,1,0,520,2611,24,34,3189
2,49,1,1,0,11,1,1,443,4100,89,52,4684
0,76,3,2,2,6,1,1,250,2100,0,31,2381
4,60,2,1,0,6,1,1,650,1300,0,17,1967
2,200,4,5,3,2,1,1,2600,4500,834,58,7992
4,200,3,4,2,9,1,1,1730,5000,306,65,7101
0,184,3,3,2,6,1,1,1100,5445,264,80,6889
2,117,3,4,2,10,1,1,1350,6100,490,78,8018
0,80,3,1,0,0,0,1,0,1250,0,23,1273
4,60,2,2,1,4,0,1,700,2000,67,26,2793
2,140,3,2,1,0,1,0,0,8200,0,124,8324
4,55,1,1,0,12,0,0,645,1500,60,20,2225
2,131,3,2,1,14,1,1,1685,4200,197,54,6136
2,142,3,4,3,2,1,1,1305,5000,414,64,6783
3,35,1,1,1,7,1,1,392,1100,13,14,1519
0,40,1,1,0,20,1,1,135,890,21,13,1059
2,57,1,1,0,4,1,0,300,6000,17,77,6394
0,30,1,1,0,9,1,1,270,890,34,13,1207
4,800,5,7,5,0,1,1,0,15000,334,229,15560
0,250,2,2,0,0,1,0,0,4000,335,72,4407
2,37,1,1,1,4,1,1,500,1500,150,20,2170
1,240,4,5,3,11,0,0,2800,10000,962,134,13900
4,95,3,2,1,6,1,1,702,1650,76,22,2450
2,30,1,1,0,18,0,1,590,980,0,13,1583
2,380,7,7,6,0,1,1,0,5800,417,88,6305
2,50,2,1,0,5,1,1,515,1900,42,25,2482
4,32,1,1,1,5,0,1,465,900,0,12,1377
2,104,3,3,2,6,1,1,1300,6000,0,77,7377
2,31,1,1,0,16,0,1,330,1575,0,20,1925
2,700,4,5,2,10,1,0,3000,8000,402,102,11500
3,138,3,3,0,2,1,1,1000,7000,84,89,8173
2,77,2,1,1,14,1,1,980,4500,18,58,5556
2,35,1,1,0,1,0,1,250,1305,0,17,1572
2,216,4,3,4,9,1,1,1883,3500,659,45,6087
3,60,2,1,1,1,1,1,314,1000,0,13,1327
1,115,3,2,2,0,1,1,0,3000,71,50,3121
1,222,4,3,4,0,1,1,0,3000,153,50,3203
4,84,3,2,1,1,1,0,1500,2600,420,34,4554
2,156,3,3,1,12,0,1,1600,4150,0,53,5803
2,34,1,1,0,0,1,1,0,1050,50,16,1116
0,60,2,1,1,5,1,1,350,1150,50,17,1567
0,50,2,2,1,4,1,1,270,1300,34,19,1623
2,210,3,3,2,5,1,1,2970,5500,690,70,9230
2,240,4,2,4,0,1,1,0,8000,0,121,8121
2,336,4,6,5,5,1,1,4950,7500,0,96,12550
3,60,2,1,1,3,1,1,450,790,17,11,1268
1,194,3,3,2,10,1,1,1351,4000,324,54,5729
2,70,1,1,0,3,1,1,250,2000,0,26,2276
2,46,1,1,0,3,1,1,100,1600,0,21,1721
4,185,3,2,2,2,0,1,1760,6000,0,78,7838
2,90,1,2,2,13,0,0,1500,8000,500,102,10100
1,90,3,2,1,2,1,1,200,1400,111,19,1730
2,175,1,3,2,19,0,0,900,4142,0,53,5095
4,140,3,2,1,8,1,1,2200,4200,331,55,6786
2,400,2,5,4,0,1,1,0,6000,484,91,6575
0,127,3,2,1,1,1,0,539,3000,120,44,3703
2,60,2,2,1,27,1,0,654,3300,96,42,4092
1,230,3,3,3,5,1,1,700,4000,408,54,5162
2,48,1,1,1,21,0,0,1137,6698,166,85,8086
3,62,3,2,1,12,1,1,330,2975,59,38,3402
2,110,3,2,1,1,1,1,1130,4500,262,58,5950
2,80,3,3,2,1,0,1,1180,2800,0,36,4016
4,54,1,1,0,3,1,0,734,2400,286,31,3451
2,42,1,1,1,4,0,0,660,4400,41,56,5157
1,55,2,1,1,4,1,1,176,850,60,12,1098
2,161,3,5,3,12,1,1,2541,6500,567,83,9691
1,70,2,1,1,3,1,1,390,1100,74,15,1579
2,35,1,1,0,9,1,0,450,1300,40,17,1807
2,360,4,4,4,5,1,1,5767,9000,2507,115,17390
1,45,1,1,1,6,1,1,816,2900,9,39,3764
2,55,1,1,0,1,0,1,150,730,0,10,890
4,25,1,1,0,3,1,0,350,1750,46,23,2169
1,68,3,2,1,1,1,0,360,2250,95,30,2735
2,900,3,4,8,0,1,1,0,20000,3813,301,24110
0,71,2,1,0,1,1,1,330,990,0,15,1335
4,250,3,2,1,7,1,1,1642,6400,746,83,8871
1,305,4,5,5,29,1,1,4596,14000,2239,187,21020
2,81,3,2,1,12,1,1,580,1700,90,22,2392
2,234,3,4,4,14,1,1,1710,3600,1375,46,6731
3,54,1,2,0,1,1,1,245,720,46,10,1021
2,70,2,1,1,1,0,0,703,4960,347,63,6073
1,100,3,2,1,3,1,1,600,1800,140,24,2564
